Year,Team,Player,Rk,G,Date,Age,Tm,Opp,Difference,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2022,Los Angeles Lakers,Anthony Davis,11,10,11/9/2022,29-243,LAL,LAC,L (-13),1,35:21:00,9,16,0.563,0,1,0,3,4,0.75,1,8,9,3,0,1,3,5,21,13.9,-10
2022,Los Angeles Lakers,Anthony Davis,12,11,11/11/2022,29-245,LAL,SAC,L (-6),1,34:11:00,8,17,0.471,0,1,0,8,11,0.727,6,8,14,3,2,3,2,2,24,24.1,-7
2022,Los Angeles Lakers,Anthony Davis,13,12,11/13/2022,29-247,LAL,BRK,W (+13),1,33:38:00,15,25,0.6,0,0,,7,7,1,10,8,18,2,0,0,1,5,37,33.3,15
2022,Los Angeles Lakers,Anthony Davis,14,13,11/18/2022,29-252,LAL,DET,W (+7),1,34:02:00,10,16,0.625,0,1,0,18,21,0.857,2,14,16,2,1,4,4,3,38,35.2,4
2022,Los Angeles Lakers,Anthony Davis,15,14,11/20/2022,29-254,LAL,SAS,W (+31),1,27:46:00,12,19,0.632,0,2,0,6,6,1,3,15,18,2,3,1,2,1,30,30.8,34
2022,Los Angeles Lakers,Anthony Davis,16,15,11/22/2022,29-256,LAL,PHO,L (-10),1,38:23:00,11,17,0.647,0,0,,15,16,0.938,3,18,21,2,5,5,6,2,37,39.7,-3
2022,Los Angeles Lakers,Anthony Davis,17,16,11/25/2022,29-259,LAL,SAS,W (+11),1,35:04:00,10,13,0.769,0,0,,5,7,0.714,4,11,15,4,1,3,3,4,25,26.5,16
2022,Los Angeles Lakers,Anthony Davis,18,,11/26/2022,29-260,LAL,SAS,W (+5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,Anthony Davis,19,17,11/28/2022,29-262,LAL,IND,L (-1),1,36:30:00,9,15,0.6,0,0,,7,10,0.7,3,10,13,6,0,4,2,4,25,25.4,-1
2022,Los Angeles Lakers,Anthony Davis,20,18,11/30/2022,29-264,LAL,POR,W (+19),1,29:08:00,9,17,0.529,1,2,0.5,8,9,0.889,5,7,12,1,1,3,2,3,27,24.5,8
2022,Los Angeles Lakers,Anthony Davis,21,19,12/2/2022,29-266,LAL,MIL,W (+4),1,39:37:00,18,27,0.667,2,3,0.667,6,7,0.857,2,8,10,4,0,3,0,2,44,39.8,5
2022,Los Angeles Lakers,Anthony Davis,22,20,12/4/2022,29-268,LAL,WAS,W (+11),1,37:32:00,22,30,0.733,2,3,0.667,9,9,1,3,14,17,1,0,3,2,1,55,49.5,17
2022,Los Angeles Lakers,Anthony Davis,23,21,12/6/2022,29-270,LAL,CLE,L (-14),1,8:07,0,0,,0,0,,1,3,0.333,1,2,3,2,0,0,0,0,1,2.9,-6
2022,Los Angeles Lakers,Anthony Davis,24,,12/7/2022,29-271,LAL,TOR,L (-13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,Anthony Davis,25,22,12/9/2022,29-273,LAL,PHI,L (-11),1,36:10:00,9,13,0.692,0,1,0,13,14,0.929,2,10,12,0,2,2,3,5,31,27.9,16
2022,Los Angeles Lakers,Anthony Davis,26,23,12/11/2022,29-275,LAL,DET,W (+7),1,35:44:00,12,18,0.667,0,1,0,10,12,0.833,3,12,15,7,2,1,1,3,34,36.5,7
2022,Los Angeles Lakers,Anthony Davis,27,24,12/13/2022,29-277,LAL,BOS,L (-4),1,46:01:00,13,24,0.542,0,2,0,11,15,0.733,4,8,12,3,1,1,1,1,37,31.4,-8
2022,Los Angeles Lakers,Anthony Davis,28,25,12/16/2022,29-280,LAL,DEN,W (+18),1,17:27,4,6,0.667,0,0,,2,2,1,0,4,4,2,1,1,2,2,10,8.9,-4
2022,Los Angeles Lakers,Anthony Davis,29,,12/18/2022,29-282,LAL,WAS,W (+2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,Anthony Davis,30,,12/19/2022,29-283,LAL,PHO,L (-26),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,Anthony Davis,31,,12/21/2022,29-285,LAL,SAC,L (-14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,Anthony Davis,32,,12/23/2022,29-287,LAL,CHO,L (-4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,Anthony Davis,33,,12/25/2022,29-289,LAL,DAL,L (-9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,Anthony Davis,34,,12/27/2022,29-291,LAL,ORL,W (+19),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,Anthony Davis,35,,12/28/2022,29-292,LAL,MIA,L (-14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,Anthony Davis,36,,12/30/2022,29-294,LAL,ATL,W (+9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,Anthony Davis,37,,1/2/2023,29-297,LAL,CHO,W (+6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,Anthony Davis,38,,1/4/2023,29-299,LAL,MIA,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,Anthony Davis,39,,1/6/2023,29-301,LAL,ATL,W (+16),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,Anthony Davis,40,,1/7/2023,29-302,LAL,SAC,W (+2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,Anthony Davis,41,,1/9/2023,29-304,LAL,DEN,L (-13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,Anthony Davis,42,,1/12/2023,29-307,LAL,DAL,L (-4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,Anthony Davis,43,,1/15/2023,29-310,LAL,PHI,L (-1),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,Anthony Davis,44,,1/16/2023,29-311,LAL,HOU,W (+8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,Anthony Davis,45,,1/18/2023,29-313,LAL,SAC,L (-5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,Anthony Davis,46,,1/20/2023,29-315,LAL,MEM,W (+1),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,Anthony Davis,47,,1/22/2023,29-317,LAL,POR,W (+9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,Anthony Davis,48,,1/24/2023,29-319,LAL,LAC,L (-18),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,Anthony Davis,49,26,1/25/2023,29-320,LAL,SAS,W (+9),0,26:12:00,7,15,0.467,1,3,0.333,6,7,0.857,5,7,12,1,1,4,3,2,21,19.2,8
2022,Los Angeles Lakers,Anthony Davis,50,27,1/28/2023,29-323,LAL,BOS,L (-4),0,33:53:00,6,15,0.4,1,3,0.333,3,4,0.75,5,5,10,4,0,0,2,4,16,11.7,-16
2022,Los Angeles Lakers,Anthony Davis,51,,1/30/2023,29-325,LAL,BRK,L (-17),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,Anthony Davis,52,28,1/31/2023,29-326,LAL,NYK,W (+6),1,36:53:00,9,16,0.563,0,1,0,9,11,0.818,2,7,9,1,2,0,5,3,27,18.6,16
2022,Los Angeles Lakers,Anthony Davis,53,29,2/2/2023,29-328,LAL,IND,W (+1),1,34:32:00,13,27,0.481,0,3,0,5,5,1,5,9,14,2,1,2,2,0,31,25.3,-6
2022,Los Angeles Lakers,Anthony Davis,54,30,2/4/2023,29-330,LAL,NOP,L (-5),1,38:26:00,13,25,0.52,2,5,0.4,6,7,0.857,4,10,14,3,1,2,2,3,34,28.4,0
2022,Los Angeles Lakers,Anthony Davis,55,31,2/7/2023,29-333,LAL,OKC,L (-3),1,30:36:00,6,9,0.667,0,0,,1,2,0.5,3,5,8,2,2,1,2,4,13,12.8,-4
2022,Los Angeles Lakers,Anthony Davis,56,32,2/9/2023,29-335,LAL,MIL,L (-9),1,35:00:00,9,22,0.409,0,2,0,5,6,0.833,5,11,16,2,0,0,5,5,23,12,-7
2022,Los Angeles Lakers,Anthony Davis,57,33,2/11/2023,29-337,LAL,GSW,W (+6),1,35:44:00,5,19,0.263,0,1,0,3,4,0.75,2,14,16,1,0,3,4,2,13,4.9,8
2022,Los Angeles Lakers,Anthony Davis,58,34,2/13/2023,29-339,LAL,POR,L (-12),1,31:04:00,8,18,0.444,0,2,0,3,3,1,3,17,20,1,0,3,2,3,19,16.4,-10
2022,Los Angeles Lakers,Anthony Davis,59,35,2/15/2023,29-341,LAL,NOP,W (+18),1,30:10:00,13,17,0.765,0,1,0,2,5,0.4,2,8,10,5,1,2,0,2,28,29,18
2022,Los Angeles Lakers,Anthony Davis,60,36,2/23/2023,29-349,LAL,GSW,W (+13),1,25:31:00,3,5,0.6,0,0,,6,8,0.75,3,9,12,1,0,2,1,2,12,14,5
2022,Los Angeles Lakers,Anthony Davis,61,37,2/26/2023,29-352,LAL,DAL,W (+3),1,36:38:00,12,20,0.6,0,2,0,6,9,0.667,4,11,15,4,1,3,1,2,30,29.8,16
2022,Los Angeles Lakers,Anthony Davis,62,38,2/28/2023,29-354,LAL,MEM,L (-12),1,35:32:00,9,19,0.474,0,1,0,10,13,0.769,6,13,19,0,0,5,5,3,28,22.5,-9
2022,Los Angeles Lakers,Anthony Davis,63,,3/1/2023,29-355,LAL,OKC,W (+6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,Anthony Davis,64,39,3/3/2023,29-357,LAL,MIN,L (-8),1,32:23:00,12,22,0.545,2,4,0.5,12,14,0.857,1,4,5,2,1,2,6,3,38,25.1,-8
2022,Los Angeles Lakers,Anthony Davis,65,40,3/5/2023,29-359,LAL,GSW,W (+8),1,37:35:00,14,25,0.56,1,3,0.333,10,13,0.769,3,5,8,6,0,2,2,2,39,32.3,17
2022,Los Angeles Lakers,Anthony Davis,66,41,3/7/2023,29-361,LAL,MEM,W (+9),1,35:32:00,11,17,0.647,1,2,0.5,7,9,0.778,4,18,22,3,0,2,7,2,30,25.6,24
2022,Los Angeles Lakers,Anthony Davis,67,42,3/10/2023,29-364,LAL,TOR,W (+10),1,32:34:00,4,7,0.571,0,0,,0,0,,3,6,9,3,0,4,1,3,8,11.3,-11
2022,Los Angeles Lakers,Anthony Davis,68,43,3/12/2023,30-001,LAL,NYK,L (-4),1,37:14:00,8,18,0.444,0,1,0,1,5,0.2,6,10,16,4,2,1,1,1,17,17.3,9
2022,Los Angeles Lakers,Anthony Davis,69,44,3/14/2023,30-003,LAL,NOP,W (+15),1,33:19:00,11,18,0.611,1,2,0.5,12,13,0.923,6,11,17,1,0,0,3,1,35,31.2,18
2022,Los Angeles Lakers,Anthony Davis,70,,3/15/2023,30-004,LAL,HOU,L (-4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,Anthony Davis,71,45,3/17/2023,30-006,LAL,DAL,L (-1),1,36:43:00,9,14,0.643,0,1,0,8,11,0.727,3,7,10,3,0,1,2,5,26,21.6,1
2022,Los Angeles Lakers,Anthony Davis,72,46,3/19/2023,30-008,LAL,ORL,W (+6),1,34:21:00,6,15,0.4,0,0,,3,6,0.5,2,9,11,1,2,4,5,4,15,8.7,-3
2022,Los Angeles Lakers,Anthony Davis,73,47,3/22/2023,30-011,LAL,PHO,W (+11),1,38:17:00,10,18,0.556,0,0,,7,10,0.7,1,8,9,5,1,0,1,4,27,22.2,13
2022,Los Angeles Lakers,Anthony Davis,74,48,3/24/2023,30-013,LAL,OKC,W (+5),1,36:29:00,15,21,0.714,0,1,0,7,11,0.636,5,10,15,1,1,0,1,1,37,33.5,8
2022,Los Angeles Lakers,Anthony Davis,75,49,3/26/2023,30-015,LAL,CHI,L (-10),1,35:53:00,6,8,0.75,0,0,,3,6,0.5,2,7,9,5,1,1,2,5,15,15.3,7
2022,Los Angeles Lakers,Anthony Davis,76,50,3/29/2023,30-018,LAL,CHI,W (+11),1,38:38:00,13,20,0.65,1,1,1,11,14,0.786,5,4,9,4,2,2,0,1,38,38.5,16
2022,Los Angeles Lakers,Anthony Davis,77,51,3/31/2023,30-020,LAL,MIN,W (+12),1,36:51:00,15,26,0.577,0,2,0,8,10,0.8,8,9,17,0,1,2,3,3,38,31.5,
2022,Los Angeles Lakers,Anthony Davis,78,52,4/2/2023,30-022,LAL,HOU,W (+25),1,30:27:00,15,20,0.75,0,0,,10,12,0.833,4,5,9,1,0,2,0,0,40,37.6,2
2022,Los Angeles Lakers,Anthony Davis,79,53,4/4/2023,30-024,LAL,UTA,W (+2),1,42:05:00,7,16,0.438,0,0,,7,12,0.583,4,10,14,6,2,2,1,3,21,21.8,4
2022,Los Angeles Lakers,Anthony Davis,80,54,4/5/2023,30-025,LAL,LAC,L (-7),1,32:19:00,7,14,0.5,0,1,0,3,4,0.75,4,7,11,3,1,2,1,2,17,17.2,9
2022,Los Angeles Lakers,Anthony Davis,81,55,4/7/2023,30-027,LAL,PHO,W (+14),1,33:58:00,4,12,0.333,0,1,0,6,7,0.857,4,17,21,4,0,3,1,1,14,18.2,17
2022,Los Angeles Lakers,Anthony Davis,82,56,4/9/2023,30-029,LAL,UTA,W (+11),1,33:57:00,7,15,0.467,0,0,,2,2,1,3,10,13,3,3,4,4,2,16,16.5,10
2022,Los Angeles Lakers,LeBron James,1,1,10/18/2022,37-292,LAL,GSW,L (-14),1,35:12:00,12,26,0.462,3,10,0.3,4,4,1,5,10,15,8,0,0,5,2,31,23.9,-10
2022,Los Angeles Lakers,LeBron James,2,2,10/20/2022,37-294,LAL,LAC,L (-6),1,36:40:00,7,17,0.412,2,8,0.25,4,6,0.667,2,8,10,6,1,2,2,3,20,17.3,-1
2022,Los Angeles Lakers,LeBron James,3,3,10/23/2022,37-297,LAL,POR,L (-2),1,37:43:00,12,22,0.545,2,9,0.222,5,7,0.714,1,7,8,8,2,2,4,3,31,26.2,2
2022,Los Angeles Lakers,LeBron James,4,4,10/26/2022,37-300,LAL,DEN,L (-11),1,35:18:00,8,21,0.381,2,8,0.25,1,2,0.5,2,5,7,9,1,0,8,1,19,8.9,-7
2022,Los Angeles Lakers,LeBron James,5,5,10/28/2022,37-302,LAL,MIN,L (-9),1,37:27:00,10,24,0.417,1,6,0.167,7,8,0.875,3,4,7,5,4,0,3,2,28,21.8,-13
2022,Los Angeles Lakers,LeBron James,6,6,10/30/2022,37-304,LAL,DEN,W (+11),1,34:42:00,10,22,0.455,2,5,0.4,4,5,0.8,0,6,6,8,1,0,3,1,26,19.2,-1
2022,Los Angeles Lakers,LeBron James,7,7,11/2/2022,37-307,LAL,NOP,W (+3),1,39:43:00,9,23,0.391,0,7,0,2,4,0.5,0,10,10,8,0,2,2,3,20,13.5,5
2022,Los Angeles Lakers,LeBron James,8,8,11/4/2022,37-309,LAL,UTA,L (-14),1,34:09:00,7,19,0.368,0,5,0,3,5,0.6,2,8,10,8,0,1,3,3,17,11.6,-11
2022,Los Angeles Lakers,LeBron James,9,9,11/6/2022,37-311,LAL,CLE,L (-14),1,33:49:00,13,23,0.565,1,4,0.25,0,3,0,2,5,7,4,0,0,1,0,27,19.6,-8
2022,Los Angeles Lakers,LeBron James,10,,11/7/2022,37-312,LAL,UTA,L (-23),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,LeBron James,11,10,11/9/2022,37-314,LAL,LAC,L (-13),1,32:21:00,12,22,0.545,4,9,0.444,2,4,0.5,1,7,8,5,2,0,3,2,30,23.1,-17
2022,Los Angeles Lakers,LeBron James,12,,11/11/2022,37-316,LAL,SAC,L (-6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,LeBron James,13,,11/13/2022,37-318,LAL,BRK,W (+13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,LeBron James,14,,11/18/2022,37-323,LAL,DET,W (+7),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
2022,Los Angeles Lakers,LeBron James,15,,11/20/2022,37-325,LAL,SAS,W (+31),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,LeBron James,16,,11/22/2022,37-327,LAL,PHO,L (-10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,LeBron James,17,11,11/25/2022,37-330,LAL,SAS,W (+11),1,33:15:00,8,17,0.471,1,4,0.25,4,4,1,0,8,8,5,3,1,9,2,21,12.1,16
2022,Los Angeles Lakers,LeBron James,18,12,11/26/2022,37-331,LAL,SAS,W (+5),1,35:28:00,11,21,0.524,7,12,0.583,10,10,1,0,11,11,3,1,1,4,3,39,30.6,-3
2022,Los Angeles Lakers,LeBron James,19,13,11/28/2022,37-333,LAL,IND,L (-1),1,36:10:00,8,22,0.364,3,10,0.3,2,3,0.667,1,6,7,3,1,0,1,1,21,12.6,-7
2022,Los Angeles Lakers,LeBron James,20,14,11/30/2022,37-335,LAL,POR,W (+19),1,32:30:00,12,18,0.667,6,8,0.75,1,3,0.333,2,5,7,8,0,1,2,1,31,29.2,8
2022,Los Angeles Lakers,LeBron James,21,15,12/2/2022,37-337,LAL,MIL,W (+4),1,37:11:00,12,27,0.444,3,6,0.5,1,2,0.5,1,7,8,11,2,0,0,2,28,25.2,6
2022,Los Angeles Lakers,LeBron James,22,16,12/4/2022,37-339,LAL,WAS,W (+11),1,34:26:00,12,26,0.462,2,7,0.286,3,4,0.75,1,7,8,6,1,0,5,3,29,17,13
2022,Los Angeles Lakers,LeBron James,23,17,12/6/2022,37-341,LAL,CLE,L (-14),1,35:37:00,8,17,0.471,2,6,0.333,3,4,0.75,4,13,17,4,1,1,3,0,21,20.1,-14
2022,Los Angeles Lakers,LeBron James,24,,12/7/2022,37-342,LAL,TOR,L (-13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,LeBron James,25,18,12/9/2022,37-344,LAL,PHI,L (-11),1,43:50:00,9,22,0.409,1,8,0.125,4,8,0.5,1,3,4,6,2,0,3,3,23,13.2,-10
2022,Los Angeles Lakers,LeBron James,26,19,12/11/2022,37-346,LAL,DET,W (+7),1,36:52:00,14,24,0.583,2,6,0.333,5,5,1,1,4,5,5,1,0,1,1,35,28.8,18
2022,Los Angeles Lakers,LeBron James,27,20,12/13/2022,37-348,LAL,BOS,L (-4),1,42:47:00,14,25,0.56,3,11,0.273,2,4,0.5,0,9,9,9,2,1,4,4,33,26.4,10
2022,Los Angeles Lakers,LeBron James,28,21,12/16/2022,37-351,LAL,DEN,W (+18),1,35:56:00,13,21,0.619,1,4,0.25,3,4,0.75,1,8,9,4,2,0,2,2,30,25.2,26
2022,Los Angeles Lakers,LeBron James,29,22,12/18/2022,37-353,LAL,WAS,W (+2),1,36:33:00,13,24,0.542,1,4,0.25,6,8,0.75,1,6,7,9,0,1,0,0,33,30.1,10
2022,Los Angeles Lakers,LeBron James,30,,12/19/2022,37-354,LAL,PHO,L (-26),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,LeBron James,31,23,12/21/2022,37-356,LAL,SAC,L (-14),1,34:00:00,11,21,0.524,0,4,0,9,10,0.9,0,6,6,11,0,2,2,0,31,29.2,-4
2022,Los Angeles Lakers,LeBron James,32,24,12/23/2022,37-358,LAL,CHO,L (-4),1,33:56:00,15,23,0.652,4,8,0.5,0,2,0,0,2,2,8,1,0,3,2,34,26.5,-6
2022,Los Angeles Lakers,LeBron James,33,25,12/25/2022,37-360,LAL,DAL,L (-9),1,34:20:00,13,23,0.565,0,4,0,12,12,1,0,6,6,5,0,0,2,2,38,29.6,2
2022,Los Angeles Lakers,LeBron James,34,26,12/27/2022,37-362,LAL,ORL,W (+19),1,31:10:00,12,24,0.5,0,7,0,4,5,0.8,2,5,7,5,1,1,4,1,28,19.3,8
2022,Los Angeles Lakers,LeBron James,35,27,12/28/2022,37-363,LAL,MIA,L (-14),1,33:30:00,10,18,0.556,2,5,0.4,5,5,1,0,9,9,6,0,0,6,4,27,17.7,-4
2022,Los Angeles Lakers,LeBron James,36,28,12/30/2022,38-000,LAL,ATL,W (+9),1,39:39:00,18,27,0.667,4,6,0.667,7,9,0.778,2,8,10,9,0,1,5,0,47,40.3,12
2022,Los Angeles Lakers,LeBron James,37,29,1/2/2023,38-003,LAL,CHO,W (+6),1,39:33:00,16,26,0.615,0,5,0,11,15,0.733,0,11,11,6,1,0,3,1,43,34.7,9
2022,Los Angeles Lakers,LeBron James,38,,1/4/2023,38-005,LAL,MIA,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,LeBron James,39,30,1/6/2023,38-007,LAL,ATL,W (+16),1,32:47:00,10,19,0.526,1,5,0.2,4,6,0.667,0,7,7,10,0,0,5,0,25,19,12
2022,Los Angeles Lakers,LeBron James,40,31,1/7/2023,38-008,LAL,SAC,W (+2),1,37:43:00,14,28,0.5,1,6,0.167,8,9,0.889,1,7,8,7,1,0,4,2,37,26.5,15
2022,Los Angeles Lakers,LeBron James,41,,1/9/2023,38-010,LAL,DEN,L (-13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,LeBron James,42,32,1/12/2023,38-013,LAL,DAL,L (-4),1,46:45:00,9,28,0.321,0,7,0,6,10,0.6,6,10,16,9,2,0,3,0,24,18.9,-3
